familia,unidade_geografica,ano,variavel,valor,unidade_medida,selo,nivel_fonte,fonte,metodo,nota
forma_urbana,cateme,2023,densidade_edificacoes_km2,10095.2,edificacoes_por_km2,observado,A,"Google Open Buildings v3, recorte AOI — data/raw/open_buildings_v3_aoi.csv (ver data/raw/open_buildings_v3_aoi.csv.meta.json)","Google Open Buildings v3, edificações atribuídas ao ponto-sede mais próximo (mesma partição de Voronoi das demais métricas de forma urbana), confidence >= 0,65 (piso do próprio recorte, ver docstring).","Denominador: área construída (classificação própria, ano 2020, urbano+industrial+reassentamento) = 0.7353 km2 — SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) porque o denominador vem da classificação própria, não do WSF."
forma_urbana,cateme,2005,direcao_expansao_graus_desde_2000,32.66,graus_a_partir_do_norte,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=25.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2010,direcao_expansao_graus_desde_2005,69.34,graus_a_partir_do_norte,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=1002.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2015,direcao_expansao_graus_desde_2010,29.19,graus_a_partir_do_norte,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=282.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2020,direcao_expansao_graus_desde_2015,70.07,graus_a_partir_do_norte,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=86.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2025,direcao_expansao_graus_desde_2020,112.83,graus_a_partir_do_norte,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=288.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2023,dist_media_vizinho_mais_proximo_m,22.43,m,observado,A,"Google Open Buildings v3, recorte AOI — data/raw/open_buildings_v3_aoi.csv (ver data/raw/open_buildings_v3_aoi.csv.meta.json)","Google Open Buildings v3, edificações atribuídas ao ponto-sede mais próximo (mesma partição de Voronoi das demais métricas de forma urbana), confidence >= 0,65 (piso do próprio recorte, ver docstring).","Epoch de Open Buildings v3 aproximado como 2023 (Google não publica data de aquisição por edifício nesta AOI). Não é série temporal — comparável só ao ano informado. Sensível à comissão do mapa (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não interpretar como medição absoluta livre de erro."
forma_urbana,cateme,2005,frac_novo_setor_00_desde_2000,0.0,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 0 = [0.0°, 22.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2010,frac_novo_setor_00_desde_2005,0.001,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 0 = [0.0°, 22.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2015,frac_novo_setor_00_desde_2010,0.0745,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 0 = [0.0°, 22.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2020,frac_novo_setor_00_desde_2015,0.2093,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 0 = [0.0°, 22.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2025,frac_novo_setor_00_desde_2020,0.0069,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 0 = [0.0°, 22.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2005,frac_novo_setor_01_desde_2000,0.0,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 1 = [22.5°, 45.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2010,frac_novo_setor_01_desde_2005,0.0,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 1 = [22.5°, 45.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2015,frac_novo_setor_01_desde_2010,0.0142,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 1 = [22.5°, 45.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2020,frac_novo_setor_01_desde_2015,0.0814,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 1 = [22.5°, 45.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2025,frac_novo_setor_01_desde_2020,0.0139,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 1 = [22.5°, 45.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2005,frac_novo_setor_02_desde_2000,0.2,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 2 = [45.0°, 67.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2010,frac_novo_setor_02_desde_2005,0.4142,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 2 = [45.0°, 67.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2015,frac_novo_setor_02_desde_2010,0.2553,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 2 = [45.0°, 67.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2020,frac_novo_setor_02_desde_2015,0.0814,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 2 = [45.0°, 67.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2025,frac_novo_setor_02_desde_2020,0.0868,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 2 = [45.0°, 67.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2005,frac_novo_setor_03_desde_2000,0.04,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 3 = [67.5°, 90.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2010,frac_novo_setor_03_desde_2005,0.5758,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 3 = [67.5°, 90.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2015,frac_novo_setor_03_desde_2010,0.0887,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 3 = [67.5°, 90.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2020,frac_novo_setor_03_desde_2015,0.1047,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 3 = [67.5°, 90.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2025,frac_novo_setor_03_desde_2020,0.184,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 3 = [67.5°, 90.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2005,frac_novo_setor_04_desde_2000,0.12,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 4 = [90.0°, 112.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
